Council,Value,Type
HRC,Makakahi at u/s Eketahuna STP,Site
HRC,Oroua at U/S AFFCO Feilding,Site
HRC,Oroua at U/S Feilding STP,Site
HRC,Manawatu at u/s PNCC STP,Site
HRC,Manawatu at us Fonterra Longburn,Site
HRC,Manawatu at u/s PPCS Shannon,Site
HRC,Mangatainoka at u/s Pahiatua STP,Site
HRC,Tutaenui Stream at u/s Marton STP,Site
HRC,Mangarangiora Trib at US Norsewood STP,Site
HRC,Unnamed Trib of Waipu at us Ratana STP,Site
HRC,Oroua Trib at U/S Kimbolton STP,Site
HRC,Mowhanau Stream at Footbridge,Site
HRC,Mangatainoka at Scarborough Konini Rd,Site
HRC,Mangatainoka at u/s Tiraumea Confluence,Site
HRC,Oroua at Mangawhata,Site
HRC,Rangitikei @ Kakariki,Site
HRC,Whanganui @ Paetawa,Site
MDC,Waihopai River at Craiglochart,Site
MDC,Branch River at Weir Intake,Site
MDC,Awatere River at Awapiri,Site
MDC,Graham River at Road Bridge,Site
MDC,Are Are Creek at Kaituna Tuamarina Track,Site
MDC,Kaituna River at Higgins Bridge,Site
MDC,Doctors Creek Upstream Taylor,Site
MDC,Mill Creek at Ormonds,Site
MDC,Cullen Creek at Road Bridge,Site
MDC,Omaka River at Hawkesbury Road Bridge,Site
MDC,Waitohi River at State Highway One,Site
MDC,Kenepuru Stream at Kenepuru Head,Site
MDC,Murphys Creek at Nelson Street,Site
MDC,Rai River at Rai Falls,Site
MDC,Onamalutu River at Northbank Road,Site
MDC,Opawa River at Hammerichs Road,Site
MDC,Opouri River at Tunakino Valley Road,Site
MDC,Tuamarina River at State Highway One,Site
MDC,Flaxbourne River at Quarry,Site
MDC,Waima (Ure) River at SH1 Bridge,Site
MDC,Awatere River at River Mouth,Site
MDC,Duncan Stream at Outlet,Site
MDC,Pelorus River at Kahikatea Flat,Site
MDC,Pelorus River at Fishermans Flat,Site
MDC,Wakamarina River at SH6,Site
MDC,Waihopai River at SH63 Bridge,Site
MDC,Opawa River at Swamp Road,Site
MDC,Taylor River at Rail Bridge,Site
MDC,Wairau Diversion at Neals Road Bridge,Site
MDC,Ronga River at Upstream Rai River,Site
MDC,Spring Creek at Wairau River Floodgates,Site
MDC,Black Birch Stream at Awatere Intake,Site
NCC,Maitai South Branch at Intake,Site
NCC,Lud at 4.7km,Site
NCC,Todds at SH6,Site
NCC,Whangamoa at Kokorua Bridge,Site
NCC,Collins at SH6,Site
NCC,Brook at Motor Camp,Site
NCC,Hillwood at Glen Rd,Site
NCC,Brook at Manuka St,Site
NCC,Brook at Burn Pl,Site
NCC,Wakapuaka at Maori Pa Rd,Site
NCC,Wakapuaka at Duckpond Rd,Site
NCC,Maitai at Riverside,Site
NCC,Dencker at Kokorua Rd,Site
NCC,Groom at Maitai Confluence,Site
NCC,Poorman at Barnicoat Walkway,Site
NCC,Poorman at Seaview Rd,Site
NCC,Teal at 1.9km,Site
NCC,Maitai at Groom Rd,Site
NCC,Sharland at Maitai Confluence,Site
NCC,Orphanage at Saxton Rd East,Site
NCC,Lud at SH6,Site
NCC,Whangamoa at Hippolite Rd,Site
NCC,Jenkins at Pascoe St,Site
NCC,York at Waimea Rd,Site
NRC,100194,Site
NRC,100237,Site
NRC,100281,Site
NRC,100363,Site
NRC,100370,Site
NRC,101524,Site
NRC,101530,Site
NRC,100007,Site
NRC,101625,Site
NRC,102248,Site
NRC,102249,Site
NRC,102256,Site
NRC,102257,Site
NRC,102258,Site
NRC,102674,Site
NRC,103178,Site
NRC,103304,Site
NRC,105008,Site
NRC,105231,Site
NRC,105532,Site
NRC,108359,Site
NRC,108941,Site
NRC,108978,Site
NRC,108979,Site
NRC,109020,Site
NRC,109021,Site
NRC,109096,Site
NRC,109098,Site
NRC,110431,Site
NRC,101753,Site
NRC,101038,Site
ORC,Kakanui at Clifton Falls Bridge,Site
ORC,Lindsays Creek at North Road Bridge,Site
ORC,Taieri at Sutton,Site
ORC,Taieri at Waipiata,Site
ORC,Taieri at Stonehenge,Site
ORC,Kye Burn at SH85 Bridge,Site
ORC,Tokomairiro at West Branch Bridge,Site
ORC,Lindis at Lindis Peak,Site
ORC,Manuherikia at Ophir,Site
ORC,Fraser at Marshall Road,Site
ORC,Mill Creek at Fish Trap,Site
ORC,Hawea at Camphill Bridge,Site
ORC,Matukituki at West Wanaka,Site
ORC,Dart at The Hillocks,Site
ORC,Waiareka Creek at Taipo Road,Site
ORC,Luggate Creek at SH6 Bridge,Site
ORC,Waikouaiti at Confluence d/s,Site
ORC,Waiwera at Maws Farm,Site
ORC,Pomahaka at Burkes Ford,Site
ORC,Waitahuna at Tweeds Bridge,Site
ORC,Pomahaka at Glenken,Site
ORC,Silverstream at Taieri Depot,Site
ORC,Manuherikia at Galloway,Site
ORC,Kauru at Ewings,Site
ORC,Catlins at Houipapa,Site
ORC,Main Drain at Waipori Pump,Site
ORC,Shag at Craig Road,Site
ORC,Waipahi at Waipahi,Site
ORC,Dunstan Creek at Beattie Road,Site
ORC,Shag at Goodwood Pump,Site
ORC,Kakanui at McCones,Site
ORC,Waianakarua at Browns,Site
ORC,Heriot Burn at Park Hill Road,Site
ORC,Lindis at Ardgour Road,Site
ORC,Crookston Burn at Kelso Road,Site
ORC,Wairuna at Millar Road,Site
ORC,Taieri at Allanton Bridge,Site
ORC,Taieri at Linnburn Runs Road,Site
ORC,Trotters Creek at Mathesons,Site
ORC,Waipahi at Cairns Peak,Site
ORC,Waipori at Waipori Falls Reserve,Site
ORC,Leith at Dundas Street Bridge,Site
ORC,Lake Hayes at Bendemeer Bay,Site
ORC,Kaikorai Stream at Brighton Road,Site
ORC,Cardrona at Mt Barker,Site
TRC,Patea at Skinner Rd,Site
TRC,Mangaehu at Bridge,Site
TRC,Waingongoro at Eltham Rd,Site
TRC,Waingongoro at SH45,Site
TRC,Stony at Mangatete Bridge,Site
TRC,Waiwhakaiho at Egmont Village,Site
TRC,Mangaoraka at Corbett Rd,Site
TRC,Waitara at Bertrand Rd,Site
TRC,WKH000500,Site
TRC,WGG000500,Site
TRC,WGG000900,Site
TRC,STY000300,Site
TRC,PNH000900,Site
TRC,PAT000200,Site
TRC,PAT000360,Site
TRC,PNH000200,Site
TRC,MKW000300,Site
TRC,MRK000420,Site
TRC,MGH000950,Site
TDC,HY Aorere at Devils Boots,Site
TDC,HY Wangapeka at Walter Peak,Site
TDC,HY Motupiko at Christies,Site
TDC,HY Wairoa at Irvines,Site
TDC,HY Takaka at Harwoods,Site
TDC,HY Takaka at Kotinga,Site
TDC,RW Aorere @ Le Comte,Site
TDC,RW Black Vly @ 30m us Lake,Site
TDC,RW Graham @ Kikiwa,Site
TDC,RW Hunters @ Kikiwa,Site
TDC,RW Kaituna @ 500m us Track start,Site
TDC,RW Kaituna @ Sollys Rd,Site
TDC,RW Kikiwa @ Kikiwa,Site
TDC,RW Lee @ Meads Br,Site
TDC,RW Little Sydney @ Factory Rd,Site
TDC,RW Mangles @ Gorge,Site
TDC,RW Mangles @ 1.5 km u-s Tutaki,Site
TDC,HY Riwaka at Hickmotts,Site
TDC,HY Motueka at Woodmans Bend,Site
TDC,RW Matakitaki @ SH6 Murchison,Site
TDC,RW Motueka @ u-s Wangapeka,Site
TDC,RW Motupipi @ Factory Farm Br,Site
TDC,RW Motupipi @ Reillys Br,Site
TDC,RW Motupipi @ Abel Tasman Dr,Site
TDC,RW Murchison Ck @ 20m u-s SH6,Site
TDC,RW Onahau @ Onahau Rd,Site
TDC,RW Onekaka @ Shambala Br,Site
TDC,RW Onekaka @ u-s Ironstone,Site
TDC,RW Reservoir Ck @ Marlborough Cr,Site
TDC,RW Reservoir Ck @ 20m d-s Salisbury Rd,Site
TDC,RW Riwaka @ Northbranch Source,Site
TDC,RW Sherry @ Blue Rock,Site
TDC,RW Sherry @ u-s Cave Ck,Site
TDC,RW Wairoa @ Pig Vly,Site
TDC,RW Waiwhero @ Cemetery,Site
TDC,RW Watercress @ u-s Dairy Factory,Site
TDC,RW Wangapeka @ 5km u-s Dart,Site
TDC,RW Powell @ Glenview Rd,Site
TDC,RW Powell @ 40m u-s Motupipi Rv,Site
TDC,RW Tasman @ u-s Jesters Hse,Site
TDC,RW Seaton Vly @ Stafford Dr,Site
TDC,RW Redwood Vly @ Greenacres Rd,Site
TDC,RW Winter @ 50m u-s Abel Tasman Dr,Site
TDC,RW Waimea @ SH60 Appleby,Site
TDC,RW Roding @ Twin Bridges,Site
TDC,RW Graham @ farm forest bdy,Site
WCRC,Seven Mile Ck @ u/s Tillers Mine Ck,Site
WCRC,Orangipuku Rv @ Mouth,Site
WCRC,Sawyers Ck @ Bush Fringe,Site
WCRC,Hohonu Rv @ Mitchells-Kumara Rd Br,Site
WCRC,Hohonu Rv @ Mouth,Site
WCRC,Deep Ck @ Arnold Vly Rd Br,Site
WCRC,Arnold Rv @ Kotuku Fishing Access,Site
WCRC,Seven Mile Ck @ Dunollie 400m u/s Ox Pd,Site
WCRC,Page Stm @ Chasm Ck Walkway,Site
WCRC,Seven Mile Ck @ 300m d/s Raleigh Ck,Site
WCRC,Bradshaws Ck @ Bradshaw Rd,Site
WCRC,Mawheraiti Rv @ SH7 Maimai,Site
WCRC,Grey Rv @ Taylorville Swimming Hole,Site
WCRC,Ellis Ck @ 50m d/s Ferry Rd Br,Site
WCRC,Okutua Ck @ New Rd Br-Okarito Forest,Site
WCRC,Poerua Rv @ Station Rd end,Site
WCRC,Ford Ck @ Blackball-Taylorville Rd,Site
WCRC,Murray Ck @ Ford Rd S,Site
WCRC,Baker Ck @ Baker Ck Rd,Site
WCRC,Baker Ck @ Oparara Rd,Site
WCRC,Crooked Rv @ Rotomanu-Bell Hill Rd,Site
WCRC,Duck Ck @ Kokatahi-Kowhitirangi Rd Br,Site
WCRC,Harris Ck @ Mulvaney Rd,Site
WCRC,Nelson Ck @ Swimming Hole Reserve,Site
WCRC,Unnamed Ck @ Adamson Rd Whataroa,Site
WCRC,Vickers Ck @ Whataroa N Base,Site
WCRC,Orowaiti Rv @ Excelsior Rd,Site
WCRC,Orowaiti Rv @ Keoghans Rd,Site
WCRC,Sawyers Ck @ Dixon Pk,Site
WCRC,Seven Mile Ck @ SH6 Rapahoe,Site
WCRC,Berry Ck @ N Brch Wanganui Flat Rd,Site
WCRC,Arnold Rv @ Blairs Rd No. 2 Br,Site
WCRC,Blackwater Ck @ Farm 846,Site
WCRC,Burkes Ck @ SH69,Site
WCRC,Molloy Ck @ Rail Line,Site
WCRC,La Fontaine Stm @ Airstrip Fishing Access,Site
WCRC,La Fontaine Stm @ Herepo Fishing Access,Site
WCRC,Grey Rv @ Waipuna,Site
WCRC,Crooked Rv @ Te Kinga,Site
WRC,44407,Site
WRC,44529,Site
WRC,44580,Site
WRC,44617,Site
WRC,44607,Site
WRC,44668,Site
WRC,44674,Site
WRC,44677,Site
WRC,44749,Site
WRC,44791,Site
WRC,44845,Site
WRC,41011,Site
WRC,41071,Site
WRC,41211,Site
WRC,41249,Site
WRC,41303,Site
WRC,41355,Site
WRC,41630,Site
WRC,41634,Site
WRC,41667,Site
WRC,41766,Site
WRC,41835,Site
WRC,41893,Site
WRC,42292,Site
WRC,42340,Site
WRC,42385,Site
WRC,595556,Site
WRC,42477,Site
WRC,42678,Site
WRC,24166,Site
WRC,24172,Site
WRC,36706,Site
WRC,36745,Site
WRC,36768,Site
WRC,36800,Site
WRC,36867,Site
WRC,36890,Site
WRC,36998,Site
WRC,37003,Site
WRC,14393,Site
WRC,14395,Site
WRC,37523,Site
WRC,37631,Site
WRC,37700,Site
WRC,37720,Site
WRC,14435,Site
WRC,37768,Site
WRC,37825,Site
WRC,14419,Site
WRC,37841,Site
WRC,37860,Site
WRC,37891,Site
WRC,37939,Site
WRC,37986,Site
WRC,37993,Site
WRC,38025,Site
WRC,38101,Site
WRC,38165,Site
WRC,38220,Site
WRC,38263,Site
WRC,38350,Site
WRC,38367,Site
WRC,38386,Site
WRC,38424,Site
WRC,38431,Site
WRC,38493,Site
WRC,38533,Site
WRC,38551,Site
WRC,40718,Site
WRC,40716,Site
WRC,40720,Site
WRC,40738,Site
WRC,40966,Site
WRC,40998,Site
WRC,41010,Site
WRC,42685,Site
WRC,42773,Site
WRC,42974,Site
WRC,42993,Site
WRC,43010,Site
WRC,43171,Site
WRC,43145,Site
WRC,43334,Site
WRC,43336,Site
WRC,43349,Site
WRC,43411,Site
WRC,43361,Site
WRC,43278,Site
WRC,43552,Site
WRC,43313,Site
WRC,43224,Site
WRC,43401,Site
WRC,43768,Site
WRC,43794,Site
WRC,43809,Site
WRC,43879,Site
WRC,43855,Site
WRC,43913,Site
WRC,43915,Site
WRC,43910,Site
WRC,43992,Site
WRC,44082,Site
WRC,44092,Site
WRC,44178,Site
WRC,44241,Site
WRC,44285,Site
WRC,44331,Site
WRC,44334,Site
WRC,44391,Site
WRC,44379,Site
NIWA,Rangitopuni at Walkers,Site
NIWA,Hoteo at Gubbs,Site
NIWA,Waitaki at SH1 Br.,Site
NIWA,Hakatakamea above MH Br.,Site
NIWA,Waitaki at Kurow,Site
NIWA,Opihi at GRASSY BANKS,Site
NIWA,Opihi at Rockwood,Site
NIWA,Opuha at Skipton Br.,Site
NIWA,Hurunui at Mandamus,Site
NIWA,Waipoa at Kanakanaia,Site
NIWA,Waikohu at No. 1 Br.,Site
NIWA,Motu at Waitangirua,Site
NIWA,Makaroro at Burnt Br.,Site
NIWA,Ngaruroro at Chesterhope,Site
NIWA,Ngaruroro at Kuripapango,Site
NIWA,Mohaka at Glenfalls,Site
NIWA,Mohaka at Raupunga,Site
NIWA,Rangitikei at Kakariki,Site
NIWA,Whanganui at Paetawa,Site
NIWA,Wairau at Tuamarina,Site
NIWA,Mangakahia at Titoki Br.,Site
NIWA,Wairu at Purua,Site
NIWA,Waitangi at Wakelins,Site
NIWA,Waipapa at Forest Ranger,Site
NIWA,Clutha at Balclutha,Site
NIWA,Taieri at Outram,Site
NIWA,Clutha at Millers Flat,Site
NIWA,Sutton at SH87,Site
NIWA,Taieri at Tiroiti,Site
NIWA,Kawarau at Chards,Site
NIWA,Shotover at Bowens Peak,Site
NIWA,Clutha at Luggate Br.,Site
NIWA,Monowai below Gates,Site
NIWA,Manganui at SH3,Site
NIWA,Waitara at Bertrand Rd,Site
NIWA,Buller at Longford,Site
NIWA,Tongariro at Turangi,Site
NIWA,Waikato at Reids Farm,Site
NIWA,Waipa at Otewa,Site
NIWA,Waipa at Whatawhata,Site
NIWA,Waikato at Hamilton Traffic Br.,Site
NIWA,Waihou at Te Aroha,Site
NIWA,Waikato at Rangiriri,Site
NIWA,Ohinemuri at Karangahake,Site
NIWA,Ruamahanga @ Waihenga,Site
NIWA,Hutt at Kaitoke,Site
NIWA,Ruamahanga at Wardells,Site
NIWA,Ruramahanga at SH2,Site
NIWA,Haast at Roaring Billy,Site
NIWA,Grey at Dobson,Site
NIWA,Grey at Waipuna,Site
NIWA,Buller at Te Kuha,Site
NIWA,Waimakariri above old HW Br.,Site
NIWA,Waimakariri at Gorge,Site
NIWA,Motueka at Gorge,Site
NIWA,Motueka at Woodstock,Site
NIWA,Wairau at Dip Flat,Site
NIWA,Hurunui River at SH1 Bridge,Site
TRC,Site Patea at Skinner Rd has no measurements,Measurement
TRC,Site Mangaehu at Bridge has no measurements,Measurement
TRC,Site Waingongoro at Eltham Rd has no measurements,Measurement
TRC,Site Waingongoro at SH45 has no measurements,Measurement
TRC,Site Stony at Mangatete Bridge has no measurements,Measurement
TRC,Site Waiwhakaiho at Egmont Village has no measurements,Measurement
TRC,Site Mangaoraka at Corbett Rd has no measurements,Measurement
TRC,Site Waitara at Bertrand Rd has no measurements,Measurement
TRC,A340F,Measurement
TRC,A440F,Measurement
TRC,A770F,Measurement
TRC,ALKT,Measurement
TRC,B,Measurement
TRC,BDISC,Measurement
TRC,BOD,Measurement
TRC,CONDY,Measurement
TRC,COVER%,Measurement
TRC,CUD,Measurement
TRC,DIN,Measurement
TRC,DO,Measurement
TRC,DRP,Measurement
TRC,ECOL,Measurement
TRC,ENT,Measurement
TRC,FC,Measurement
TRC,FLOW,Measurement
TRC,LEVEL,Measurement
TRC,NH4,Measurement
TRC,NNN,Measurement
TRC,NO2,Measurement
TRC,NO3,Measurement
TRC,PERSAT,Measurement
TRC,PH,Measurement
TRC,SIDR,Measurement
TRC,SS,Measurement
TRC,TEMP,Measurement
TRC,TKN,Measurement
TRC,TN,Measurement
TRC,TP,Measurement
TRC,TURB,Measurement
TRC,TURBY,Measurement
TRC,ZND,Measurement
TRC,BODCF,Measurement
TRC,CL,Measurement
TRC,K,Measurement
TRC,NA,Measurement
TRC,A270F,Measurement
TRC,NH3,Measurement
GWRC,Water Level,Measurement
GWRC,Gauging Results,Measurement
GWRC,Hydrometric Gaugings,Measurement
GWRC,Hydrometric Sections,Measurement
GWRC,Water Temperature (X),Measurement
GWRC,Turbidity (Lab)(X),Measurement
GWRC,Conductivity (Lab)(X),Measurement
GWRC,E-Coli,Measurement
GWRC,Total Nitrogen,Measurement
GWRC,Total Phosphorus,Measurement
GWRC,Flow Estimate,Measurement
GWRC,Black Disc,Measurement
GWRC,pH (Lab)(X),Measurement
GWRC,Total Suspended Solids,Measurement
GWRC,Biochemical Oxygen Demand 5day,Measurement
GWRC,Total Organic Carbon,Measurement
GWRC,Nitrite Nitrogen,Measurement
GWRC,Nitrite-Nitrate Nitrogen,Measurement
GWRC,Nitrate Nitrogen,Measurement
GWRC,Total Kjeldahl Nitrogen,Measurement
GWRC,Dissolved Organic Nitrogen,Measurement
GWRC,Dissolved Reactive Phosphorus,Measurement
GWRC,Alkalinity Total,Measurement
GWRC,Bicarbonate,Measurement
GWRC,Hardness Total,Measurement
GWRC,Aluminium Dissolved,Measurement
GWRC,Arsenic Dissolved,Measurement
GWRC,Iron (Dissolved),Measurement
GWRC,Manganese (Dissolved),Measurement
GWRC,Faecal Coliforms,Measurement
GWRC,Periphyton (Filamentous)(%),Measurement
GWRC,Water Quality Index,Measurement
GWRC,Ammoniacal Nitrogen,Measurement
GWRC,pH (Field)(X),Measurement
GWRC,Conductivity (Field)(X),Measurement
GWRC,Dissolved Oxygen % Sat (Field),Measurement
GWRC,Dissolved Oxygen (Field),Measurement
GWRC,Munsell Colour,Measurement
GWRC,Cations,Measurement
GWRC,Anions,Measurement
GWRC,Ionic Balance Error,Measurement
GWRC,Boron (Dissolved),Measurement
GWRC,Calcium (Dissolved),Measurement
GWRC,Dissolved Inorganic Nitrogen,Measurement
GWRC,Magnesium (Dissolved),Measurement
GWRC,Periphyton (Mats)(%),Measurement
GWRC,Potassium (Dissolved),Measurement
GWRC,Sodium (Dissolved),Measurement
GWRC,Periphyton (Total)(%),Measurement
GWRC,Chloride Dissolved,Measurement
GWRC,Sulphate Dissolved,Measurement
GWRC,Periphyton (Cyanobacteria Mats)(%),Measurement
GWRC,Flow Category,Measurement
GWRC,Fine Sediment (% Cover),Measurement
GWRC,Fine Sediment (% Sand),Measurement
GWRC,Black Disc >1.6m,Measurement
GWRC,MCIhb,Measurement
GWRC,MCIsb,Measurement
GWRC,%EPT taxa,Measurement
GWRC,Taxa Richness,Measurement
GWRC,Discrete Data,Measurement
GWRC,Hydrometric Facecard,Measurement
GWRC,WQ Sample,Measurement
GWRC,Water Temperature,Measurement
GWRC,RL Section,Measurement
GWRC,Water Level (X),Measurement
GWRC,RL Facecard,Measurement
GWRC,Rainfall,Measurement
GWRC,Voltage,Measurement
GWRC,Dissolved Oxygen,Measurement
GWRC,Conductivity,Measurement
GWRC,Turbidity,Measurement
GWRC,pH,Measurement
GWRC,Flow (X),Measurement
GWRC,Dissolved Oxygen % Sat,Measurement
GWRC,Copper Dissolved,Measurement
GWRC,Zinc (Dissolved),Measurement
GWRC,Suspended Sediment Concentration,Measurement
GWRC,Water Temperature (Conductivity),Measurement
GWRC,Turbidity (Hach),Measurement
GWRC,Turbidity (SC200 raw),Measurement
GWRC,Turbidity (OBS3 median),Measurement
GWRC,Turbidity (OBS instant),Measurement
GWRC,Turbidity (Lab - Red Light)(X),Measurement
GWRC,Dissolved Oxygen (Lab),Measurement
GWRC,Dissolved Oxygen % Sat (Lab),Measurement
GWRC,Cloud Cover,Measurement
GWRC,Vegetation Cover % (Total),Measurement
GWRC,Vegetation Cover % (Emergent),Measurement
GWRC,Vegetation Cover % (Sub SR),Measurement
GWRC,Vegetation Cover % (Sub BS),Measurement
GWRC,Macrophyte channel clogginess %,Measurement
GWRC,Water Level 2,Measurement
GWRC,Water Level 3,Measurement
GWRC,Water Temperature 2,Measurement
GWRC,Voltage 2,Measurement
GWRC,Daily Compliance Flow,Measurement
GWRC,Cadmium Dissolved,Measurement
GWRC,Chromium Dissolved,Measurement
GWRC,Lead (Dissolved),Measurement
GWRC,Nickel Dissolved,Measurement
GWRC,Maxima,Measurement
GWRC,Alkalinity,Measurement
GWRC,Chloride,Measurement
GWRC,Fluoride,Measurement
GWRC,Silica Dissolved Reactive,Measurement
GWRC,Sulphate,Measurement
GWRC,Total Oxidised Nitrogen,Measurement
GWRC,"MCI score, sub-sample 1",Measurement
GWRC,"MCI score, sub-sample 2",Measurement
GWRC,"MCI score, sub-sample 3",Measurement
GWRC,"MCI score, sub-sample 4",Measurement
GWRC,Dissolved Organic Carbon,Measurement
GWRC,Total Recoverable Copper,Measurement
GWRC,Total Recoverable Zinc,Measurement
GWRC,Macroinvertebrate monitoring,Measurement
GWRC,Fluoride Dissolved,Measurement
GWRC,Flow Velocity (X),Measurement
GWRC,Water Depth,Measurement
GWRC,Stream Width,Measurement
GWRC,Pool/Riffle Ratio,Measurement
GWRC,Apparent colour,Measurement
GWRC,True colour,Measurement
GWRC,Taxa,Measurement
GWRC,Cobble size by sub-strate indx,Measurement
GWRC,"MCI score, sub-sample 5",Measurement
GWRC,Histogram,Measurement
GWRC,Soil Moisture Content,Measurement
GWRC,Soil Temperature 10cm,Measurement
GWRC,Flow - Modelled,Measurement
GWRC,Total Nitrogen (persulphate digestion),Measurement
GWRC,Flow (Synthetic),Measurement
GWRC,Suspended Solids,Measurement
GWRC,Turbidity (Field)(X),Measurement
WCRC,Dissolved Oxygen,Measurement
WCRC,Water Temperature,Measurement
WCRC,Conductivity,Measurement
WCRC,pH,Measurement
WCRC,Dissolved Oxygen Saturation,Measurement
WCRC,Flow (Discrete),Measurement
WCRC,Turbidity,Measurement
WCRC,Faecal Coliforms (Mem Filt),Measurement
WCRC,E.coli (Mem Filtration),Measurement
WCRC,Ammonia Total,Measurement
WCRC,Nitrogen (Total),Measurement
WCRC,Phosphorous Total,Measurement
WCRC,Dissolved Reactive Phosphorus,Measurement
WCRC,Oxidation Reduction Potential,Measurement
WCRC,Sulphate,Measurement
WCRC,Aluminium (Total),Measurement
WCRC,Arsenic (total),Measurement
WCRC,Cadmium (Total),Measurement
WCRC,Chromium (total),Measurement
WCRC,Copper (Total),Measurement
WCRC,Iron (Total),Measurement
WCRC,Lead (Total),Measurement
WCRC,Mercury (Total),Measurement
WCRC,Zinc,Measurement
WCRC,Specific Conductance,Measurement
WCRC,Nitrate-N,Measurement
WCRC,Nitrogen Kjeldahl,Measurement
WCRC,Nitrite,Measurement
WCRC,Periphyton,Measurement
WCRC,Water Clarity (Black Disc),Measurement
WCRC,Nitrate + Nitrite,Measurement
WCRC,Resuspendable Solids,Measurement
WCRC,Fine Sediment Deposits,Measurement
WCRC,Imbeddedness,Measurement
WCRC,Taxonomic Richness,Measurement
WCRC,% EPT Taxa,Measurement
WCRC,EPT Taxa,Measurement
WCRC,MCI,Measurement
WCRC,SQMCI,Measurement
WCRC,Abundance (relative),Measurement
WCRC,Comments,Measurement
WCRC,Gauging Results,Measurement
WCRC,Dissolved Solids (Total),Measurement
WCRC,Suspended Solids,Measurement
WCRC,Absorbance at 340 nm,Measurement
WCRC,Absorbance at 440 nm,Measurement
WCRC,Absorbance at 740 nm,Measurement
WCRC,Colour,Measurement
WCRC,Water Clarity (Secchi Disc),Measurement
WCRC,Dissolved Inorganic Nitrogen,Measurement
WCRC,E.coli (MPN),Measurement
WCRC,Dissolved Nitrogen (Total),Measurement
WCRC,Particulate Nitrogen (Total),Measurement
WCRC,Dissolved Organic Nitrogen,Measurement
WCRC,Dissolved Organic Phosphorus,Measurement
WCRC,Particulate Phosphorus,Measurement
WCRC,PN/PP,Measurement
WCRC,Dissolved Phosphorus (Total),Measurement
WCRC,Absorbance at 555nm,Measurement
WCRC,Suspended Sediment (Volatile),Measurement
WCRC,Suspended Sediment (Inorganic),Measurement
WCRC,g340,Measurement
WCRC,g440,Measurement
WCRC,Hydrometric Facecard,Measurement
WCRC,Hydrometric Gaugings,Measurement
WCRC,Hydrometric Sections,Measurement
WCRC,Stage,Measurement
WCRC,Water Clarity (Clarity Tube),Measurement
WCRC,Salinity,Measurement
WCRC,Enterococci (Mem Filt),Measurement
WCRC,Chloride,Measurement
WCRC,Calcium (Total),Measurement
WCRC,Magnesium (Total),Measurement
WCRC,Potassium,Measurement
WCRC,Sodium,Measurement
WCRC,Chlorophyl A per 100ml,Measurement
WCRC,Ash free dry weight (AFDW),Measurement
WCRC,Boron (Total),Measurement
WCRC,Nickel (Total),Measurement
WCRC,Faecal Coliform (MPN),Measurement
WCRC,Coliform Total (MPN),Measurement
WCRC,Biological Oxygen Demand 5day,Measurement
WCRC,Water Temperature (discrete),Measurement
WCRC,Dissolved Phosphorous (Total),Measurement
WCRC,Total Dissolved Solids,Measurement
WCRC,Water Temperature (HOBO),Measurement
WCRC,Water Temperature (YSI),Measurement
WCRC,Site Grey Rv @ Waipuna has no measurements,Measurement
ES,Nitrogen (Nitrate Nitrite),Measurement
ES,Flow,Measurement
ES,"Oxygen (Dissolved Sat, Field)",Measurement
ES,Faecal Coliform <CFU>,Measurement
ES,E-Coli <CFU>,Measurement
ES,Entercocci <CFU>,Measurement
ES,Nitrogen (Total),Measurement
ES,Phosphorus (Total),Measurement
ES,Phosphorus (Dissolved Reactive),Measurement
ES,Oxidation Reduction Potential (Field),Measurement
ES,Alkalinity (Total),Measurement
ES,Chloride (Total),Measurement
ES,Sulphate (Total),Measurement
ES,"Oxygen (Dissolved, Lab)",Measurement
ES,Conductivity (Lab),Measurement
ES,Water Temperature (Field),Measurement
ES,pH (Lab),Measurement
ES,Turbidity (Lab),Measurement
ES,Nitrogen (Nitrate),Measurement
ES,Nitrogen (Nitrite),Measurement
ES,Bromide (Total),Measurement
ES,Fluoride (Total),Measurement
ES,Alkalinity (Carbonate),Measurement
ES,Alkalinity (Bicarbonate),Measurement
ES,Nitrogen (Dissolved Inorganic),Measurement
ES,Silica (Dissolved Reactive),Measurement
ES,Hardness (Total),Measurement
ES,Cations (Total),Measurement
ES,Anions (Total),Measurement
ES,Nitrogen (Total Kjeldahl),Measurement
ES,Suspended Solids (Volatile),Measurement
ES,Ion Balance,Measurement
ES,E-Coli <MPN>,Measurement
ES,Macrophyte Growth,Measurement
ES,Periphyton Coverage,Measurement
ES,Suspended Solids (Total),Measurement
ES,Periphyton (Filamentous Algae >2cm <%>),Measurement
ES,Periphyton (Filamentous Algae <2cm <%>),Measurement
ES,Periphyton (Mat Algae >3mm),Measurement
ES,Periphyton (Mat Algae <3mm),Measurement
ES,Periphyton (Mat Algae <0.5mm),Measurement
ES,Conductivity (Field),Measurement
ES,pH (Field),Measurement
ES,"Oxygen (Dissolved, Field)",Measurement
ES,Bromide (Dissolved),Measurement
ES,Calcium (Dissolved),Measurement
ES,Magnesium (Dissolved),Measurement
ES,Potassium (Dissolved),Measurement
ES,Sodium (Dissolved),Measurement
ES,Manganese (Dissolved),Measurement
ES,Iron (Dissolved),Measurement
ES,Zinc (Dissolved),Measurement
ES,Salinity (Field),Measurement
ES,Bicarbonate,Measurement
ES,Boron (Dissolved),Measurement
